resource_id,timestamp,status,assigned_task_id
R0001,2024-01-01T22:30:00,available,
R0001,2024-01-01T23:00:00,available,
R0001,2024-01-01T23:30:00,busy,484.0
R0001,2024-01-02T00:00:00,busy,55.0
R0001,2024-01-02T00:30:00,available,
R0001,2024-01-02T01:00:00,busy,38.0
R0001,2024-01-02T01:30:00,busy,94.0
R0001,2024-01-02T02:00:00,available,
R0001,2024-01-02T02:30:00,available,
R0001,2024-01-02T03:00:00,busy,121.0
R0001,2024-01-02T03:30:00,available,
R0001,2024-01-02T04:00:00,busy,216.0
R0001,2024-01-02T04:30:00,busy,448.0
R0001,2024-01-02T05:00:00,available,
R0001,2024-01-02T05:30:00,available,
R0001,2024-01-02T06:00:00,busy,629.0
R0001,2024-01-02T06:30:00,busy,449.0
R0001,2024-01-02T07:00:00,busy,721.0
R0001,2024-01-02T07:30:00,available,
R0001,2024-01-02T08:00:00,available,
R0001,2024-01-02T08:30:00,busy,142.0
R0001,2024-01-02T09:00:00,available,
R0001,2024-01-02T09:30:00,available,
R0001,2024-01-02T10:00:00,busy,557.0
R0001,2024-01-02T10:30:00,busy,23.0
R0001,2024-01-02T11:00:00,available,
R0001,2024-01-02T11:30:00,available,
R0001,2024-01-02T12:00:00,busy,373.0
R0001,2024-01-02T12:30:00,busy,359.0
R0001,2024-01-02T13:00:00,available,
R0001,2024-01-02T13:30:00,available,
R0001,2024-01-02T14:00:00,available,
R0001,2024-01-02T14:30:00,available,
R0001,2024-01-02T15:00:00,available,
R0001,2024-01-02T15:30:00,busy,584.0
R0001,2024-01-02T16:00:00,busy,754.0
R0001,2024-01-02T16:30:00,available,
R0001,2024-01-02T17:00:00,available,
R0001,2024-01-02T17:30:00,available,
R0001,2024-01-02T18:00:00,available,
R0001,2024-01-02T18:30:00,busy,235.0
R0001,2024-01-02T19:00:00,busy,552.0
R0001,2024-01-02T19:30:00,busy,466.0
R0001,2024-01-02T20:00:00,available,
R0001,2024-01-02T20:30:00,busy,378.0
R0001,2024-01-02T21:00:00,busy,469.0
R0001,2024-01-02T21:30:00,available,
R0001,2024-01-02T22:00:00,busy,513.0
R0001,2024-01-02T22:30:00,available,
R0001,2024-01-02T23:00:00,busy,626.0
R0001,2024-01-02T23:30:00,busy,162.0
R0001,2024-01-03T00:00:00,busy,244.0
R0001,2024-01-03T00:30:00,busy,762.0
R0001,2024-01-03T01:00:00,busy,445.0
R0001,2024-01-03T01:30:00,busy,557.0
R0001,2024-01-03T02:00:00,busy,373.0
R0001,2024-01-03T02:30:00,available,
R0001,2024-01-03T03:00:00,available,
R0001,2024-01-03T03:30:00,available,
R0001,2024-01-03T04:00:00,available,
R0001,2024-01-03T04:30:00,available,
R0001,2024-01-03T05:00:00,available,
R0001,2024-01-03T05:30:00,busy,198.0
R0001,2024-01-03T06:00:00,available,
R0001,2024-01-03T06:30:00,busy,291.0
R0001,2024-01-03T07:00:00,busy,349.0
R0001,2024-01-03T07:30:00,available,
R0001,2024-01-03T08:00:00,busy,55.0
R0001,2024-01-03T08:30:00,busy,689.0
R0001,2024-01-03T09:00:00,busy,677.0
R0001,2024-01-03T09:30:00,available,
R0001,2024-01-03T10:00:00,available,
R0001,2024-01-03T10:30:00,available,
R0001,2024-01-03T11:00:00,available,
R0001,2024-01-03T11:30:00,available,
R0001,2024-01-03T12:00:00,available,
R0001,2024-01-03T12:30:00,available,
R0001,2024-01-03T13:00:00,busy,699.0
R0001,2024-01-03T13:30:00,busy,268.0
R0001,2024-01-03T14:00:00,available,
R0001,2024-01-03T14:30:00,available,
R0001,2024-01-03T15:00:00,available,
R0001,2024-01-03T15:30:00,available,
R0001,2024-01-03T16:00:00,available,
R0001,2024-01-03T16:30:00,available,
R0001,2024-01-03T17:00:00,available,
R0001,2024-01-03T17:30:00,available,
R0001,2024-01-03T18:00:00,busy,239.0
R0001,2024-01-03T18:30:00,busy,210.0
R0001,2024-01-03T19:00:00,busy,735.0
R0001,2024-01-03T19:30:00,available,
R0001,2024-01-03T20:00:00,busy,329.0
R0001,2024-01-03T20:30:00,available,
R0001,2024-01-03T21:00:00,busy,197.0
R0001,2024-01-03T21:30:00,available,
R0001,2024-01-03T22:00:00,busy,99.0
R0001,2024-01-03T22:30:00,busy,274.0
R0001,2024-01-03T23:00:00,busy,674.0
R0001,2024-01-03T23:30:00,available,
R0001,2024-01-04T00:00:00,available,
R0001,2024-01-04T00:30:00,available,
R0001,2024-01-04T01:00:00,busy,712.0
R0001,2024-01-04T01:30:00,available,
R0001,2024-01-04T02:00:00,busy,159.0
R0001,2024-01-04T02:30:00,busy,700.0
R0001,2024-01-04T03:00:00,available,
R0001,2024-01-04T03:30:00,available,
R0001,2024-01-04T04:00:00,available,
R0001,2024-01-04T04:30:00,busy,52.0
R0001,2024-01-04T05:00:00,available,
R0001,2024-01-04T05:30:00,available,
R0001,2024-01-04T06:00:00,busy,42.0
R0001,2024-01-04T06:30:00,busy,165.0
R0001,2024-01-04T07:00:00,busy,650.0
R0001,2024-01-04T07:30:00,busy,596.0
R0001,2024-01-04T08:00:00,busy,139.0
R0001,2024-01-04T08:30:00,available,
R0001,2024-01-04T09:00:00,available,
R0001,2024-01-04T09:30:00,available,
R0001,2024-01-04T10:00:00,busy,339.0
R0001,2024-01-04T10:30:00,busy,748.0
R0001,2024-01-04T11:00:00,available,
R0001,2024-01-04T11:30:00,busy,319.0
R0001,2024-01-04T12:00:00,busy,479.0
R0001,2024-01-04T12:30:00,busy,141.0
R0001,2024-01-04T13:00:00,available,
R0001,2024-01-04T13:30:00,available,
R0001,2024-01-04T14:00:00,available,
R0001,2024-01-04T14:30:00,available,
R0001,2024-01-04T15:00:00,busy,396.0
R0001,2024-01-04T15:30:00,busy,564.0
R0001,2024-01-04T16:00:00,busy,217.0
R0001,2024-01-04T16:30:00,busy,193.0
R0001,2024-01-04T17:00:00,available,
R0001,2024-01-04T17:30:00,busy,246.0
R0001,2024-01-04T18:00:00,busy,127.0
R0001,2024-01-04T18:30:00,available,
R0001,2024-01-04T19:00:00,available,
R0001,2024-01-04T19:30:00,available,
R0001,2024-01-04T20:00:00,available,
R0001,2024-01-04T20:30:00,busy,291.0
R0001,2024-01-04T21:00:00,busy,146.0
R0001,2024-01-04T21:30:00,available,
R0001,2024-01-04T22:00:00,busy,12.0
R0001,2024-01-04T22:30:00,available,
R0001,2024-01-04T23:00:00,busy,399.0
R0001,2024-01-04T23:30:00,busy,709.0
R0001,2024-01-05T00:00:00,busy,95.0
R0001,2024-01-05T00:30:00,available,
R0001,2024-01-05T01:00:00,available,
R0001,2024-01-05T01:30:00,busy,98.0
R0001,2024-01-05T02:00:00,busy,400.0
R0001,2024-01-05T02:30:00,available,
R0001,2024-01-05T03:00:00,available,
R0001,2024-01-05T03:30:00,available,
R0001,2024-01-05T04:00:00,available,
R0001,2024-01-05T04:30:00,busy,223.0
R0001,2024-01-05T05:00:00,available,
R0001,2024-01-05T05:30:00,available,
R0001,2024-01-05T06:00:00,busy,596.0
R0001,2024-01-05T06:30:00,available,
R0001,2024-01-05T07:00:00,busy,535.0
R0001,2024-01-05T07:30:00,available,
R0001,2024-01-05T08:00:00,busy,581.0
R0001,2024-01-05T08:30:00,busy,554.0
R0001,2024-01-05T09:00:00,available,
R0001,2024-01-05T09:30:00,available,
R0001,2024-01-05T10:00:00,available,
R0001,2024-01-05T10:30:00,busy,265.0
R0001,2024-01-05T11:00:00,available,
R0001,2024-01-05T11:30:00,available,
R0001,2024-01-05T12:00:00,busy,463.0
R0001,2024-01-05T12:30:00,available,
R0001,2024-01-05T13:00:00,busy,439.0
R0001,2024-01-05T13:30:00,available,
R0001,2024-01-05T14:00:00,available,
R0001,2024-01-05T14:30:00,busy,402.0
R0001,2024-01-05T15:00:00,busy,87.0
R0001,2024-01-05T15:30:00,busy,269.0
R0001,2024-01-05T16:00:00,available,
R0001,2024-01-05T16:30:00,available,
R0001,2024-01-05T17:00:00,busy,210.0
R0001,2024-01-05T17:30:00,busy,743.0
R0001,2024-01-05T18:00:00,available,
R0001,2024-01-05T18:30:00,busy,637.0
R0001,2024-01-05T19:00:00,busy,462.0
R0001,2024-01-05T19:30:00,available,
R0001,2024-01-05T20:00:00,busy,17.0
R0001,2024-01-05T20:30:00,available,
R0001,2024-01-05T21:00:00,available,
R0001,2024-01-05T21:30:00,busy,336.0
R0001,2024-01-05T22:00:00,available,
R0001,2024-01-05T22:30:00,busy,394.0
R0001,2024-01-05T23:00:00,busy,374.0
R0001,2024-01-05T23:30:00,available,
R0001,2024-01-06T00:00:00,busy,623.0
R0001,2024-01-06T00:30:00,busy,734.0
R0001,2024-01-06T01:00:00,available,
R0001,2024-01-06T01:30:00,busy,441.0
R0001,2024-01-06T02:00:00,busy,529.0
R0001,2024-01-06T02:30:00,available,
R0001,2024-01-06T03:00:00,available,
R0001,2024-01-06T03:30:00,available,
R0001,2024-01-06T04:00:00,available,
R0001,2024-01-06T04:30:00,busy,114.0
R0001,2024-01-06T05:00:00,available,
R0001,2024-01-06T05:30:00,available,
R0001,2024-01-06T06:00:00,busy,569.0
R0001,2024-01-06T06:30:00,available,
R0001,2024-01-06T07:00:00,busy,224.0
R0001,2024-01-06T07:30:00,busy,616.0
R0001,2024-01-06T08:00:00,available,
R0001,2024-01-06T08:30:00,available,
R0001,2024-01-06T09:00:00,available,
R0001,2024-01-06T09:30:00,available,
R0001,2024-01-06T10:00:00,available,
R0001,2024-01-06T10:30:00,available,
R0001,2024-01-06T11:00:00,busy,571.0
R0001,2024-01-06T11:30:00,busy,296.0
R0001,2024-01-06T12:00:00,available,
R0001,2024-01-06T12:30:00,busy,71.0
R0001,2024-01-06T13:00:00,available,
R0001,2024-01-06T13:30:00,available,
R0001,2024-01-06T14:00:00,available,
R0001,2024-01-06T14:30:00,busy,405.0
R0001,2024-01-06T15:00:00,busy,175.0
R0001,2024-01-06T15:30:00,busy,507.0
R0001,2024-01-06T16:00:00,available,
R0001,2024-01-06T16:30:00,available,
R0001,2024-01-06T17:00:00,busy,449.0
R0001,2024-01-06T17:30:00,busy,348.0
R0001,2024-01-06T18:00:00,available,
R0001,2024-01-06T18:30:00,busy,371.0
R0001,2024-01-06T19:00:00,available,
R0001,2024-01-06T19:30:00,busy,699.0
R0001,2024-01-06T20:00:00,available,
R0001,2024-01-06T20:30:00,busy,573.0
R0001,2024-01-06T21:00:00,available,
R0001,2024-01-06T21:30:00,busy,163.0
R0001,2024-01-06T22:00:00,available,
R0001,2024-01-06T22:30:00,busy,579.0
R0001,2024-01-06T23:00:00,busy,413.0
R0001,2024-01-06T23:30:00,available,
R0001,2024-01-07T00:00:00,busy,731.0
R0001,2024-01-07T00:30:00,available,
R0001,2024-01-07T01:00:00,available,
R0001,2024-01-07T01:30:00,available,
R0001,2024-01-07T02:00:00,busy,351.0
R0001,2024-01-07T02:30:00,available,
R0001,2024-01-07T03:00:00,busy,156.0
R0001,2024-01-07T03:30:00,busy,402.0
R0001,2024-01-07T04:00:00,busy,287.0
R0001,2024-01-07T04:30:00,busy,526.0
R0001,2024-01-07T05:00:00,busy,379.0
R0001,2024-01-07T05:30:00,available,
R0001,2024-01-07T06:00:00,busy,362.0
R0001,2024-01-07T06:30:00,busy,324.0
R0001,2024-01-07T07:00:00,available,
R0001,2024-01-07T07:30:00,available,
R0001,2024-01-07T08:00:00,available,
R0001,2024-01-07T08:30:00,available,
R0001,2024-01-07T09:00:00,busy,394.0
R0001,2024-01-07T09:30:00,available,
R0001,2024-01-07T10:00:00,busy,319.0
R0001,2024-01-07T10:30:00,available,
R0001,2024-01-07T11:00:00,busy,440.0
R0001,2024-01-07T11:30:00,available,
R0001,2024-01-07T12:00:00,available,
R0001,2024-01-07T12:30:00,available,
R0001,2024-01-07T13:00:00,busy,285.0
R0001,2024-01-07T13:30:00,busy,233.0
R0001,2024-01-07T14:00:00,busy,426.0
R0001,2024-01-07T14:30:00,busy,140.0
R0001,2024-01-07T15:00:00,busy,509.0
R0001,2024-01-07T15:30:00,busy,591.0
R0001,2024-01-07T16:00:00,available,
R0001,2024-01-07T16:30:00,available,
R0001,2024-01-07T17:00:00,busy,383.0
R0001,2024-01-07T17:30:00,available,
R0001,2024-01-07T18:00:00,available,
R0001,2024-01-07T18:30:00,busy,53.0
R0001,2024-01-07T19:00:00,available,
R0001,2024-01-07T19:30:00,busy,500.0
R0001,2024-01-07T20:00:00,busy,500.0
R0001,2024-01-07T20:30:00,busy,743.0
R0001,2024-01-07T21:00:00,available,
R0001,2024-01-07T21:30:00,busy,181.0
R0001,2024-01-07T22:00:00,busy,698.0
R0001,2024-01-07T22:30:00,busy,674.0
R0001,2024-01-07T23:00:00,busy,151.0
R0001,2024-01-07T23:30:00,busy,319.0
R0002,2024-01-01T00:00:00,busy,171.0
R0002,2024-01-01T00:30:00,available,
R0002,2024-01-01T01:00:00,available,
R0002,2024-01-01T01:30:00,available,
R0002,2024-01-01T02:00:00,busy,74.0
R0002,2024-01-01T02:30:00,busy,398.0
R0002,2024-01-01T03:00:00,busy,579.0
R0002,2024-01-01T03:30:00,available,
R0002,2024-01-01T04:00:00,busy,227.0
R0002,2024-01-01T04:30:00,busy,693.0
R0002,2024-01-01T05:00:00,available,
R0002,2024-01-01T05:30:00,available,
R0002,2024-01-01T06:00:00,busy,185.0
R0002,2024-01-01T06:30:00,busy,102.0
R0002,2024-01-01T07:00:00,busy,44.0
R0002,2024-01-01T07:30:00,available,
R0002,2024-01-01T08:00:00,busy,584.0
R0002,2024-01-01T08:30:00,busy,406.0
R0002,2024-01-01T09:00:00,busy,200.0
R0002,2024-01-01T09:30:00,busy,699.0
R0002,2024-01-01T10:00:00,busy,410.0
R0002,2024-01-01T10:30:00,busy,720.0
R0002,2024-01-01T11:00:00,available,
R0002,2024-01-01T11:30:00,busy,141.0
R0002,2024-01-01T12:00:00,busy,490.0
R0002,2024-01-01T12:30:00,available,
R0002,2024-01-01T13:00:00,busy,382.0
R0002,2024-01-01T13:30:00,busy,337.0
R0002,2024-01-01T14:00:00,available,
R0002,2024-01-01T14:30:00,available,
R0002,2024-01-01T15:00:00,available,
R0002,2024-01-01T15:30:00,available,
R0002,2024-01-01T16:00:00,available,
R0002,2024-01-01T16:30:00,available,
R0002,2024-01-01T17:00:00,available,
R0002,2024-01-01T17:30:00,busy,319.0
R0002,2024-01-01T18:00:00,busy,553.0
R0002,2024-01-01T18:30:00,busy,59.0
R0002,2024-01-01T19:00:00,available,
R0002,2024-01-01T19:30:00,available,
R0002,2024-01-01T20:00:00,busy,628.0
R0002,2024-01-01T20:30:00,busy,171.0
R0002,2024-01-01T21:00:00,busy,128.0
R0002,2024-01-01T21:30:00,available,
R0002,2024-01-01T22:00:00,available,
R0002,2024-01-01T22:30:00,available,
R0002,2024-01-01T23:00:00,busy,508.0
R0002,2024-01-01T23:30:00,busy,623.0
R0002,2024-01-02T00:00:00,busy,104.0
R0002,2024-01-02T00:30:00,available,
R0002,2024-01-02T01:00:00,busy,554.0
R0002,2024-01-02T01:30:00,busy,391.0
R0002,2024-01-02T02:00:00,available,
R0002,2024-01-02T02:30:00,busy,487.0
R0002,2024-01-02T03:00:00,busy,253.0
R0002,2024-01-02T03:30:00,busy,194.0
R0002,2024-01-02T04:00:00,available,
R0002,2024-01-02T04:30:00,available,
R0002,2024-01-02T05:00:00,busy,432.0
R0002,2024-01-02T05:30:00,available,
R0002,2024-01-02T06:00:00,available,
R0002,2024-01-02T06:30:00,busy,15.0
R0002,2024-01-02T07:00:00,available,
R0002,2024-01-02T07:30:00,busy,514.0
R0002,2024-01-02T08:00:00,busy,756.0
R0002,2024-01-02T08:30:00,busy,199.0
R0002,2024-01-02T09:00:00,available,
R0002,2024-01-02T09:30:00,available,
R0002,2024-01-02T10:00:00,available,
R0002,2024-01-02T10:30:00,available,
R0002,2024-01-02T11:00:00,available,
R0002,2024-01-02T11:30:00,busy,131.0
R0002,2024-01-02T12:00:00,available,
R0002,2024-01-02T12:30:00,busy,458.0
R0002,2024-01-02T13:00:00,busy,530.0
R0002,2024-01-02T13:30:00,busy,656.0
R0002,2024-01-02T14:00:00,busy,486.0
R0002,2024-01-02T14:30:00,available,
R0002,2024-01-02T15:00:00,available,
R0002,2024-01-02T15:30:00,available,
R0002,2024-01-02T16:00:00,available,
R0002,2024-01-02T16:30:00,busy,681.0
R0002,2024-01-02T17:00:00,busy,279.0
R0002,2024-01-02T17:30:00,available,
R0002,2024-01-02T18:00:00,busy,267.0
R0002,2024-01-02T18:30:00,busy,194.0
R0002,2024-01-02T19:00:00,available,
R0002,2024-01-02T19:30:00,available,
R0002,2024-01-02T20:00:00,available,
R0002,2024-01-02T20:30:00,available,
R0002,2024-01-02T21:00:00,available,
R0002,2024-01-02T21:30:00,available,
R0002,2024-01-02T22:00:00,available,
R0002,2024-01-02T22:30:00,busy,347.0
R0002,2024-01-02T23:00:00,busy,418.0
R0002,2024-01-02T23:30:00,busy,592.0
R0002,2024-01-03T00:00:00,available,
R0002,2024-01-03T00:30:00,busy,29.0
R0002,2024-01-03T01:00:00,busy,347.0
R0002,2024-01-03T01:30:00,available,
R0002,2024-01-03T02:00:00,available,
R0002,2024-01-03T02:30:00,busy,18.0
R0002,2024-01-03T03:00:00,busy,415.0
R0002,2024-01-03T03:30:00,busy,429.0
R0002,2024-01-03T04:00:00,busy,533.0
R0002,2024-01-03T04:30:00,available,
R0002,2024-01-03T05:00:00,busy,199.0
R0002,2024-01-03T05:30:00,busy,381.0
R0002,2024-01-03T06:00:00,available,
R0002,2024-01-03T06:30:00,busy,291.0
R0002,2024-01-03T07:00:00,busy,450.0
R0002,2024-01-03T07:30:00,busy,356.0
R0002,2024-01-03T08:00:00,available,
R0002,2024-01-03T08:30:00,available,
R0002,2024-01-03T09:00:00,busy,470.0
R0002,2024-01-03T09:30:00,busy,327.0
R0002,2024-01-03T10:00:00,available,
R0002,2024-01-03T10:30:00,busy,28.0
R0002,2024-01-03T11:00:00,busy,531.0
R0002,2024-01-03T11:30:00,available,
R0002,2024-01-03T12:00:00,available,
R0002,2024-01-03T12:30:00,busy,149.0
R0002,2024-01-03T13:00:00,busy,154.0
R0002,2024-01-03T13:30:00,available,
R0002,2024-01-03T14:00:00,busy,148.0
R0002,2024-01-03T14:30:00,available,
R0002,2024-01-03T15:00:00,busy,391.0
R0002,2024-01-03T15:30:00,busy,553.0
R0002,2024-01-03T16:00:00,available,
R0002,2024-01-03T16:30:00,busy,102.0
R0002,2024-01-03T17:00:00,available,
R0002,2024-01-03T17:30:00,busy,402.0
R0002,2024-01-03T18:00:00,busy,390.0
R0002,2024-01-03T18:30:00,busy,96.0
R0002,2024-01-03T19:00:00,busy,430.0
R0002,2024-01-03T19:30:00,available,
R0002,2024-01-03T20:00:00,available,
R0002,2024-01-03T20:30:00,busy,391.0
R0002,2024-01-03T21:00:00,available,
R0002,2024-01-03T21:30:00,busy,605.0
R0002,2024-01-03T22:00:00,busy,279.0
R0002,2024-01-03T22:30:00,busy,398.0
R0002,2024-01-03T23:00:00,available,
R0002,2024-01-03T23:30:00,available,
R0002,2024-01-04T00:00:00,busy,173.0
R0002,2024-01-04T00:30:00,busy,497.0
R0002,2024-01-04T01:00:00,available,
R0002,2024-01-04T01:30:00,busy,324.0
R0002,2024-01-04T02:00:00,available,
R0002,2024-01-04T02:30:00,available,
R0002,2024-01-04T03:00:00,available,
R0002,2024-01-04T03:30:00,busy,657.0
R0002,2024-01-04T04:00:00,busy,622.0
R0002,2024-01-04T04:30:00,busy,752.0
R0002,2024-01-04T05:00:00,busy,296.0
R0002,2024-01-04T05:30:00,available,
R0002,2024-01-04T06:00:00,available,
R0002,2024-01-04T06:30:00,busy,390.0
R0002,2024-01-04T07:00:00,available,
R0002,2024-01-04T07:30:00,busy,488.0
R0002,2024-01-04T08:00:00,available,
R0002,2024-01-04T08:30:00,available,
R0002,2024-01-04T09:00:00,busy,24.0
R0002,2024-01-04T09:30:00,busy,303.0
R0002,2024-01-04T10:00:00,available,
R0002,2024-01-04T10:30:00,available,
R0002,2024-01-04T11:00:00,available,
R0002,2024-01-04T11:30:00,available,
R0002,2024-01-04T12:00:00,busy,634.0
R0002,2024-01-04T12:30:00,available,
R0002,2024-01-04T13:00:00,available,
R0002,2024-01-04T13:30:00,busy,483.0
R0002,2024-01-04T14:00:00,busy,150.0
R0002,2024-01-04T14:30:00,busy,478.0
R0002,2024-01-04T15:00:00,available,
R0002,2024-01-04T15:30:00,busy,181.0
R0002,2024-01-04T16:00:00,busy,356.0
R0002,2024-01-04T16:30:00,available,
R0002,2024-01-04T17:00:00,available,
R0002,2024-01-04T17:30:00,available,
R0002,2024-01-04T18:00:00,available,
R0002,2024-01-04T18:30:00,busy,620.0
R0002,2024-01-04T19:00:00,available,
R0002,2024-01-04T19:30:00,available,
R0002,2024-01-04T20:00:00,available,
R0002,2024-01-04T20:30:00,busy,518.0
R0002,2024-01-04T21:00:00,busy,488.0
R0002,2024-01-04T21:30:00,busy,646.0
R0002,2024-01-04T22:00:00,available,
R0002,2024-01-04T22:30:00,available,
R0002,2024-01-04T23:00:00,busy,733.0
R0002,2024-01-04T23:30:00,available,
R0002,2024-01-05T00:00:00,busy,346.0
R0002,2024-01-05T00:30:00,busy,34.0
R0002,2024-01-05T01:00:00,available,
R0002,2024-01-05T01:30:00,available,
R0002,2024-01-05T02:00:00,busy,281.0
R0002,2024-01-05T02:30:00,busy,81.0
R0002,2024-01-05T03:00:00,available,
R0002,2024-01-05T03:30:00,busy,195.0
R0002,2024-01-05T04:00:00,available,
R0002,2024-01-05T04:30:00,available,
R0002,2024-01-05T05:00:00,busy,688.0
R0002,2024-01-05T05:30:00,available,
R0002,2024-01-05T06:00:00,busy,119.0
R0002,2024-01-05T06:30:00,available,
R0002,2024-01-05T07:00:00,busy,383.0
R0002,2024-01-05T07:30:00,available,
R0002,2024-01-05T08:00:00,available,
R0002,2024-01-05T08:30:00,busy,88.0
R0002,2024-01-05T09:00:00,available,
R0002,2024-01-05T09:30:00,available,
R0002,2024-01-05T10:00:00,busy,464.0
R0002,2024-01-05T10:30:00,busy,475.0
R0002,2024-01-05T11:00:00,busy,434.0
R0002,2024-01-05T11:30:00,busy,150.0
R0002,2024-01-05T12:00:00,busy,584.0
R0002,2024-01-05T12:30:00,busy,49.0
R0002,2024-01-05T13:00:00,busy,764.0
R0002,2024-01-05T13:30:00,available,
R0002,2024-01-05T14:00:00,available,
R0002,2024-01-05T14:30:00,available,
R0002,2024-01-05T15:00:00,busy,709.0
R0002,2024-01-05T15:30:00,busy,157.0
R0002,2024-01-05T16:00:00,available,
R0002,2024-01-05T16:30:00,busy,362.0
R0002,2024-01-05T17:00:00,busy,521.0
R0002,2024-01-05T17:30:00,busy,389.0
R0002,2024-01-05T18:00:00,available,
R0002,2024-01-05T18:30:00,busy,297.0
R0002,2024-01-05T19:00:00,busy,93.0
R0002,2024-01-05T19:30:00,busy,49.0
R0002,2024-01-05T20:00:00,available,
R0002,2024-01-05T20:30:00,busy,499.0
R0002,2024-01-05T21:00:00,available,
R0002,2024-01-05T21:30:00,available,
R0002,2024-01-05T22:00:00,busy,386.0
R0002,2024-01-05T22:30:00,available,
R0002,2024-01-05T23:00:00,available,
R0002,2024-01-05T23:30:00,available,
R0002,2024-01-06T00:00:00,busy,5.0
R0002,2024-01-06T00:30:00,busy,27.0
R0002,2024-01-06T01:00:00,available,
R0002,2024-01-06T01:30:00,busy,20.0
R0002,2024-01-06T02:00:00,available,
R0002,2024-01-06T02:30:00,available,
R0002,2024-01-06T03:00:00,busy,11.0
R0002,2024-01-06T03:30:00,available,
R0002,2024-01-06T04:00:00,busy,527.0
R0002,2024-01-06T04:30:00,available,
R0002,2024-01-06T05:00:00,busy,240.0
R0002,2024-01-06T05:30:00,busy,201.0
R0002,2024-01-06T06:00:00,busy,649.0
R0002,2024-01-06T06:30:00,available,
R0002,2024-01-06T07:00:00,available,
R0002,2024-01-06T07:30:00,available,
R0002,2024-01-06T08:00:00,available,
R0002,2024-01-06T08:30:00,busy,228.0
R0002,2024-01-06T09:00:00,busy,52.0
R0002,2024-01-06T09:30:00,busy,756.0
R0002,2024-01-06T10:00:00,busy,375.0
R0002,2024-01-06T10:30:00,busy,22.0
R0002,2024-01-06T11:00:00,available,
R0002,2024-01-06T11:30:00,available,
R0002,2024-01-06T12:00:00,available,
R0002,2024-01-06T12:30:00,busy,712.0
R0002,2024-01-06T13:00:00,busy,51.0
R0002,2024-01-06T13:30:00,available,
R0002,2024-01-06T14:00:00,available,
R0002,2024-01-06T14:30:00,available,
R0002,2024-01-06T15:00:00,busy,274.0
R0002,2024-01-06T15:30:00,available,
R0002,2024-01-06T16:00:00,available,
R0002,2024-01-06T16:30:00,busy,176.0
R0002,2024-01-06T17:00:00,busy,648.0
R0002,2024-01-06T17:30:00,available,
R0002,2024-01-06T18:00:00,available,
R0002,2024-01-06T18:30:00,busy,435.0
R0002,2024-01-06T19:00:00,busy,276.0
R0002,2024-01-06T19:30:00,busy,684.0
R0002,2024-01-06T20:00:00,available,
R0002,2024-01-06T20:30:00,busy,425.0
R0002,2024-01-06T21:00:00,available,
R0002,2024-01-06T21:30:00,busy,176.0
R0002,2024-01-06T22:00:00,available,
R0002,2024-01-06T22:30:00,busy,103.0
R0002,2024-01-06T23:00:00,available,
R0002,2024-01-06T23:30:00,available,
R0002,2024-01-07T00:00:00,available,
R0002,2024-01-07T00:30:00,busy,133.0
R0002,2024-01-07T01:00:00,available,
R0002,2024-01-07T01:30:00,busy,450.0
R0002,2024-01-07T02:00:00,available,
R0002,2024-01-07T02:30:00,available,
R0002,2024-01-07T03:00:00,available,
R0002,2024-01-07T03:30:00,busy,577.0
R0002,2024-01-07T04:00:00,available,
