zone_id,timestamp,temperature,humidity,wind_speed,air_quality
Zone02,2024-01-01T04:00:00,26.61,61.85,2.42,30.24
Zone03,2024-01-01T04:00:00,26.2,47.94,4.51,67.71
Zone04,2024-01-01T04:00:00,23.62,62.04,1.69,46.09
Zone05,2024-01-01T04:00:00,20.97,62.88,3.2,60.47
Zone06,2024-01-01T04:00:00,26.63,67.81,1.49,61.38
Zone07,2024-01-01T04:00:00,25.04,59.0,2.66,52.74
Zone08,2024-01-01T04:00:00,20.83,77.34,3.43,52.92
Zone09,2024-01-01T04:00:00,27.24,39.79,3.69,49.23
Zone10,2024-01-01T04:00:00,27.4,78.49,3.44,43.19
Zone11,2024-01-01T04:00:00,24.96,65.35,3.33,76.93
Zone12,2024-01-01T04:00:00,28.9,65.83,4.89,40.89
Zone01,2024-01-01T04:30:00,23.57,58.12,3.08,37.95
Zone02,2024-01-01T04:30:00,27.31,44.81,4.87,51.67
Zone03,2024-01-01T04:30:00,27.0,63.02,2.65,40.25
Zone04,2024-01-01T04:30:00,20.71,61.13,2.9,44.01
Zone05,2024-01-01T04:30:00,30.15,59.98,3.32,49.14
Zone06,2024-01-01T04:30:00,25.76,53.84,2.72,47.83
Zone07,2024-01-01T04:30:00,22.92,57.54,2.72,59.93
Zone08,2024-01-01T04:30:00,25.28,65.87,4.27,50.16
Zone09,2024-01-01T04:30:00,28.18,61.12,3.72,54.68
Zone10,2024-01-01T04:30:00,22.09,63.5,2.69,44.8
Zone11,2024-01-01T04:30:00,23.07,53.12,3.51,50.75
Zone12,2024-01-01T04:30:00,23.59,49.5,3.71,48.28
Zone01,2024-01-01T05:00:00,18.39,58.77,3.78,34.47
Zone02,2024-01-01T05:00:00,25.84,58.78,2.2,77.32
Zone03,2024-01-01T05:00:00,25.04,51.71,4.49,52.55
Zone04,2024-01-01T05:00:00,29.57,68.36,2.57,55.17
Zone05,2024-01-01T05:00:00,22.12,62.02,-0.21,42.92
Zone06,2024-01-01T05:00:00,23.9,67.07,3.58,65.47
Zone07,2024-01-01T05:00:00,27.13,46.77,1.29,32.24
Zone08,2024-01-01T05:00:00,24.55,61.97,3.81,42.8
Zone09,2024-01-01T05:00:00,27.39,57.39,2.44,29.72
Zone10,2024-01-01T05:00:00,19.84,60.61,4.11,68.42
Zone11,2024-01-01T05:00:00,20.61,59.75,3.22,50.7
Zone12,2024-01-01T05:00:00,25.87,57.72,2.2,58.01
Zone01,2024-01-01T05:30:00,28.79,39.83,3.22,73.69
Zone02,2024-01-01T05:30:00,24.03,56.46,3.03,31.19
Zone03,2024-01-01T05:30:00,25.42,51.38,-0.39,57.37
Zone04,2024-01-01T05:30:00,25.61,63.3,3.36,49.59
Zone05,2024-01-01T05:30:00,20.51,61.96,2.61,68.93
Zone06,2024-01-01T05:30:00,21.15,55.15,2.19,41.77
Zone07,2024-01-01T05:30:00,22.15,49.59,3.1,59.21
Zone08,2024-01-01T05:30:00,19.98,49.88,2.17,22.24
Zone09,2024-01-01T05:30:00,26.63,64.08,3.53,49.97
Zone10,2024-01-01T05:30:00,30.38,63.32,0.7,37.37
Zone11,2024-01-01T05:30:00,30.71,42.0,3.24,70.35
Zone12,2024-01-01T05:30:00,18.0,61.17,2.29,62.03
Zone01,2024-01-01T06:00:00,26.19,61.61,3.21,39.34
Zone02,2024-01-01T06:00:00,30.97,50.91,1.64,54.55
Zone03,2024-01-01T06:00:00,26.05,68.47,3.59,30.71
Zone04,2024-01-01T06:00:00,22.06,66.24,1.53,69.61
Zone05,2024-01-01T06:00:00,24.04,54.56,4.29,45.97
Zone06,2024-01-01T06:00:00,27.49,44.16,2.29,65.69
Zone07,2024-01-01T06:00:00,26.14,80.84,5.7,56.53
Zone08,2024-01-01T06:00:00,22.74,68.86,4.34,62.34
Zone09,2024-01-01T06:00:00,27.01,76.15,1.53,64.77
Zone10,2024-01-01T06:00:00,25.7,48.96,3.63,48.63
Zone11,2024-01-01T06:00:00,26.57,72.53,1.73,64.68
Zone12,2024-01-01T06:00:00,26.56,76.62,3.51,45.04
Zone01,2024-01-01T06:30:00,27.76,55.82,1.89,26.82
Zone02,2024-01-01T06:30:00,20.89,61.19,3.54,59.13
Zone03,2024-01-01T06:30:00,28.85,51.86,2.27,40.85
Zone04,2024-01-01T06:30:00,30.45,47.92,3.44,48.67
Zone05,2024-01-01T06:30:00,23.07,53.9,1.81,37.51
Zone06,2024-01-01T06:30:00,26.02,60.47,2.82,2.63
Zone07,2024-01-01T06:30:00,24.21,73.87,4.02,68.84
Zone08,2024-01-01T06:30:00,23.08,47.06,2.15,42.93
Zone09,2024-01-01T06:30:00,21.45,57.15,3.52,81.37
Zone10,2024-01-01T06:30:00,20.77,86.45,2.28,31.81
Zone11,2024-01-01T06:30:00,21.24,74.71,2.36,27.18
Zone12,2024-01-01T06:30:00,23.66,80.48,3.51,54.79
Zone01,2024-01-01T07:00:00,22.3,56.76,2.96,37.04
Zone02,2024-01-01T07:00:00,28.29,50.83,3.57,44.63
Zone03,2024-01-01T07:00:00,29.34,49.71,3.34,56.29
Zone04,2024-01-01T07:00:00,22.98,71.27,4.38,58.52
Zone05,2024-01-01T07:00:00,22.62,49.81,2.69,43.62
Zone06,2024-01-01T07:00:00,23.84,64.93,1.97,42.65
Zone07,2024-01-01T07:00:00,25.0,64.39,4.34,50.59
Zone08,2024-01-01T07:00:00,27.37,54.59,2.43,36.69
Zone09,2024-01-01T07:00:00,27.06,74.34,3.09,64.13
Zone10,2024-01-01T07:00:00,25.0,72.77,2.46,64.48
Zone11,2024-01-01T07:00:00,21.33,59.2,3.91,52.43
Zone12,2024-01-01T07:00:00,21.59,58.44,3.32,60.59
Zone01,2024-01-01T07:30:00,29.32,65.74,2.99,48.37
Zone02,2024-01-01T07:30:00,26.16,72.13,2.56,28.74
Zone03,2024-01-01T07:30:00,27.16,58.15,3.68,65.78
Zone04,2024-01-01T07:30:00,20.41,61.74,2.4,64.21
Zone05,2024-01-01T07:30:00,20.84,61.24,3.22,49.84
Zone06,2024-01-01T07:30:00,28.09,43.15,3.63,49.55
Zone07,2024-01-01T07:30:00,23.57,43.0,2.32,45.49
Zone08,2024-01-01T07:30:00,24.8,62.1,2.58,49.64
Zone09,2024-01-01T07:30:00,21.56,63.81,3.91,55.87
Zone10,2024-01-01T07:30:00,22.23,65.52,0.49,35.39
Zone11,2024-01-01T07:30:00,23.13,65.95,3.97,28.11
Zone12,2024-01-01T07:30:00,26.57,57.48,2.14,66.15
Zone01,2024-01-01T08:00:00,23.92,70.64,1.5,59.19
Zone02,2024-01-01T08:00:00,27.83,49.17,3.2,45.65
Zone03,2024-01-01T08:00:00,24.85,68.68,2.63,48.22
Zone04,2024-01-01T08:00:00,24.91,38.61,1.67,58.29
Zone05,2024-01-01T08:00:00,22.58,61.88,2.57,82.5
Zone06,2024-01-01T08:00:00,28.98,64.27,4.36,29.53
Zone07,2024-01-01T08:00:00,29.85,53.86,2.69,68.59
Zone08,2024-01-01T08:00:00,24.12,60.03,2.79,73.08
Zone09,2024-01-01T08:00:00,25.56,52.03,2.62,33.93
Zone10,2024-01-01T08:00:00,22.23,53.44,1.14,59.07
Zone11,2024-01-01T08:00:00,26.62,61.92,2.15,62.83
Zone12,2024-01-01T08:00:00,26.43,51.6,3.93,44.77
Zone01,2024-01-01T08:30:00,27.65,56.71,3.77,31.96
Zone02,2024-01-01T08:30:00,22.93,70.16,1.63,55.21
Zone03,2024-01-01T08:30:00,24.73,51.44,3.32,38.96
Zone04,2024-01-01T08:30:00,32.67,52.46,4.36,61.48
Zone05,2024-01-01T08:30:00,25.18,59.35,2.53,60.39
Zone06,2024-01-01T08:30:00,23.88,45.44,2.29,41.13
Zone07,2024-01-01T08:30:00,22.84,54.48,3.07,23.94
Zone08,2024-01-01T08:30:00,22.45,45.57,2.36,59.89
Zone09,2024-01-01T08:30:00,26.29,63.2,3.94,36.28
Zone10,2024-01-01T08:30:00,28.25,46.91,1.95,79.19
Zone11,2024-01-01T08:30:00,27.86,72.87,4.08,21.52
Zone12,2024-01-01T08:30:00,17.8,55.37,4.72,99.28
Zone01,2024-01-01T09:00:00,26.49,75.32,3.05,50.06
Zone02,2024-01-01T09:00:00,20.61,44.23,2.61,73.89
Zone03,2024-01-01T09:00:00,25.22,66.56,3.5,39.93
Zone04,2024-01-01T09:00:00,24.13,64.16,3.22,64.11
Zone05,2024-01-01T09:00:00,27.6,82.07,3.79,35.92
Zone06,2024-01-01T09:00:00,19.36,53.88,3.03,60.54
Zone07,2024-01-01T09:00:00,27.28,64.57,2.44,40.11
Zone08,2024-01-01T09:00:00,23.96,60.11,4.29,55.56
Zone09,2024-01-01T09:00:00,24.94,59.35,4.72,38.87
Zone10,2024-01-01T09:00:00,24.81,73.8,3.67,43.47
Zone11,2024-01-01T09:00:00,26.14,69.41,2.75,56.16
Zone12,2024-01-01T09:00:00,25.01,60.34,2.89,37.81
Zone01,2024-01-01T09:30:00,21.44,79.45,3.14,43.77
Zone02,2024-01-01T09:30:00,22.74,69.55,2.69,13.68
Zone03,2024-01-01T09:30:00,20.14,57.16,3.05,61.72
Zone04,2024-01-01T09:30:00,25.97,71.94,3.25,79.73
Zone05,2024-01-01T09:30:00,25.97,80.15,1.4,78.87
Zone06,2024-01-01T09:30:00,29.47,56.18,2.59,32.25
Zone07,2024-01-01T09:30:00,25.21,65.76,2.57,49.89
Zone08,2024-01-01T09:30:00,26.57,39.02,3.82,79.63
Zone09,2024-01-01T09:30:00,26.74,52.57,2.14,42.35
Zone10,2024-01-01T09:30:00,25.24,51.2,3.24,44.58
Zone11,2024-01-01T09:30:00,26.03,68.59,2.87,52.48
Zone12,2024-01-01T09:30:00,28.14,62.15,2.58,58.75
Zone01,2024-01-01T10:00:00,28.33,57.5,2.32,41.06
Zone02,2024-01-01T10:00:00,26.7,63.96,2.96,42.94
Zone03,2024-01-01T10:00:00,20.51,57.02,2.23,56.14
Zone04,2024-01-01T10:00:00,23.05,62.27,3.77,66.52
Zone05,2024-01-01T10:00:00,29.15,48.32,4.25,45.55
Zone06,2024-01-01T10:00:00,24.62,42.4,4.28,49.36
Zone07,2024-01-01T10:00:00,27.67,50.5,3.04,48.55
Zone08,2024-01-01T10:00:00,26.47,71.73,2.24,24.79
Zone09,2024-01-01T10:00:00,16.03,60.77,2.14,48.8
Zone10,2024-01-01T10:00:00,25.29,52.64,2.39,60.19
Zone11,2024-01-01T10:00:00,23.38,70.45,2.42,59.98
Zone12,2024-01-01T10:00:00,28.91,59.52,3.87,41.69
Zone01,2024-01-01T10:30:00,21.84,75.24,4.94,64.93
Zone02,2024-01-01T10:30:00,27.17,59.86,2.75,55.3
Zone03,2024-01-01T10:30:00,27.13,54.97,4.35,67.02
Zone04,2024-01-01T10:30:00,25.34,59.53,4.3,37.82
Zone05,2024-01-01T10:30:00,26.28,52.54,2.55,48.43
Zone06,2024-01-01T10:30:00,25.33,57.85,3.5,71.54
Zone07,2024-01-01T10:30:00,19.83,59.3,3.68,54.88
Zone08,2024-01-01T10:30:00,27.6,40.69,0.94,49.72
Zone09,2024-01-01T10:30:00,28.69,84.87,4.04,73.84
Zone10,2024-01-01T10:30:00,21.32,75.86,3.87,33.34
Zone11,2024-01-01T10:30:00,25.26,50.8,2.59,61.78
Zone12,2024-01-01T10:30:00,25.9,60.72,2.08,51.44
Zone01,2024-01-01T11:00:00,23.3,50.75,2.55,35.42
Zone02,2024-01-01T11:00:00,17.01,61.82,3.2,48.72
Zone03,2024-01-01T11:00:00,27.18,67.97,2.49,32.44
Zone04,2024-01-01T11:00:00,20.22,57.31,2.67,84.92
Zone05,2024-01-01T11:00:00,24.78,55.0,2.95,66.45
Zone06,2024-01-01T11:00:00,19.94,65.58,1.74,55.75
Zone07,2024-01-01T11:00:00,22.56,59.99,2.63,42.12
Zone08,2024-01-01T11:00:00,20.31,51.92,2.14,35.68
Zone09,2024-01-01T11:00:00,24.08,56.47,4.23,38.43
Zone10,2024-01-01T11:00:00,24.89,55.7,2.82,48.74
Zone11,2024-01-01T11:00:00,26.59,56.87,3.16,64.24
Zone12,2024-01-01T11:00:00,25.95,54.43,4.56,39.02
Zone01,2024-01-01T11:30:00,23.1,45.82,2.45,50.62
Zone02,2024-01-01T11:30:00,25.36,56.38,4.06,42.87
Zone03,2024-01-01T11:30:00,26.93,71.68,1.86,58.11
Zone04,2024-01-01T11:30:00,25.66,62.48,2.58,37.03
Zone05,2024-01-01T11:30:00,23.06,67.96,2.41,70.31
Zone06,2024-01-01T11:30:00,26.68,61.15,4.93,48.6
Zone07,2024-01-01T11:30:00,27.16,64.77,3.96,63.18
Zone08,2024-01-01T11:30:00,25.1,55.08,2.95,30.56
Zone09,2024-01-01T11:30:00,25.16,62.29,3.33,43.33
Zone10,2024-01-01T11:30:00,26.79,55.18,1.73,56.47
Zone11,2024-01-01T11:30:00,22.7,56.02,3.2,16.78
Zone12,2024-01-01T11:30:00,29.51,67.15,2.16,25.22
Zone01,2024-01-01T12:00:00,21.27,57.67,2.83,54.18
Zone02,2024-01-01T12:00:00,28.35,50.05,2.85,46.91
Zone03,2024-01-01T12:00:00,28.73,65.25,3.39,38.03
Zone04,2024-01-01T12:00:00,25.91,49.67,2.79,60.39
Zone05,2024-01-01T12:00:00,26.15,67.3,3.62,63.28
Zone06,2024-01-01T12:00:00,23.54,63.4,2.06,27.9
Zone07,2024-01-01T12:00:00,30.72,73.71,2.91,41.3
Zone08,2024-01-01T12:00:00,23.03,51.95,3.8,61.34
Zone09,2024-01-01T12:00:00,23.33,48.52,2.72,32.69
Zone10,2024-01-01T12:00:00,24.29,63.29,3.25,55.77
Zone11,2024-01-01T12:00:00,27.83,54.39,5.62,50.0
Zone12,2024-01-01T12:00:00,28.77,76.46,1.75,44.54
Zone01,2024-01-01T12:30:00,26.0,74.76,3.2,32.3
Zone02,2024-01-01T12:30:00,20.21,63.14,5.26,54.85
Zone03,2024-01-01T12:30:00,21.47,77.31,2.88,70.39
Zone04,2024-01-01T12:30:00,22.11,59.98,3.61,63.9
Zone05,2024-01-01T12:30:00,28.42,62.93,3.16,55.18
Zone06,2024-01-01T12:30:00,29.19,64.07,4.31,63.32
Zone07,2024-01-01T12:30:00,21.85,78.84,3.29,53.19
Zone08,2024-01-01T12:30:00,27.72,61.45,3.95,60.35
Zone09,2024-01-01T12:30:00,21.01,72.05,3.41,24.85
Zone10,2024-01-01T12:30:00,26.51,65.62,3.32,37.56
Zone11,2024-01-01T12:30:00,21.85,72.11,2.31,68.71
Zone12,2024-01-01T12:30:00,22.59,63.34,2.59,54.04
Zone01,2024-01-01T13:00:00,24.52,49.84,6.04,56.57
Zone02,2024-01-01T13:00:00,19.18,46.27,3.08,62.1
Zone03,2024-01-01T13:00:00,19.16,61.92,3.5,59.42
Zone04,2024-01-01T13:00:00,22.96,58.02,3.56,47.09
Zone05,2024-01-01T13:00:00,31.97,69.81,2.34,65.41
Zone06,2024-01-01T13:00:00,23.19,54.98,2.63,36.82
Zone07,2024-01-01T13:00:00,21.01,80.57,3.1,42.7
Zone08,2024-01-01T13:00:00,29.04,66.17,2.65,79.74
Zone09,2024-01-01T13:00:00,19.53,44.52,3.51,46.96
Zone10,2024-01-01T13:00:00,24.15,53.81,4.71,47.05
Zone11,2024-01-01T13:00:00,27.21,58.27,2.48,42.89
Zone12,2024-01-01T13:00:00,20.41,37.84,2.8,44.1
Zone01,2024-01-01T13:30:00,20.09,70.03,3.85,43.72
Zone02,2024-01-01T13:30:00,25.08,50.49,1.44,78.22
Zone03,2024-01-01T13:30:00,23.0,54.02,1.81,35.37
Zone04,2024-01-01T13:30:00,24.2,64.87,3.38,55.95
Zone05,2024-01-01T13:30:00,19.98,71.29,4.42,34.18
Zone06,2024-01-01T13:30:00,25.12,54.53,3.56,65.32
Zone07,2024-01-01T13:30:00,25.28,60.95,2.38,75.66
Zone08,2024-01-01T13:30:00,30.56,58.24,3.19,62.34
Zone09,2024-01-01T13:30:00,27.41,65.24,2.84,37.76
Zone10,2024-01-01T13:30:00,29.29,66.61,2.75,57.44
Zone11,2024-01-01T13:30:00,26.98,60.76,1.39,79.51
Zone12,2024-01-01T13:30:00,26.48,59.62,2.75,48.0
Zone01,2024-01-01T14:00:00,24.69,51.62,3.79,42.64
Zone02,2024-01-01T14:00:00,25.16,62.45,4.01,58.27
Zone03,2024-01-01T14:00:00,23.81,75.84,2.37,45.18
Zone04,2024-01-01T14:00:00,25.8,44.44,2.82,48.69
Zone05,2024-01-01T14:00:00,24.22,52.27,3.04,65.52
Zone06,2024-01-01T14:00:00,26.18,77.53,2.65,59.33
Zone07,2024-01-01T14:00:00,23.71,68.46,2.81,58.83
Zone08,2024-01-01T14:00:00,31.58,66.14,2.22,59.96
Zone09,2024-01-01T14:00:00,23.69,78.75,2.55,69.1
Zone10,2024-01-01T14:00:00,31.47,63.39,2.15,36.3
Zone11,2024-01-01T14:00:00,24.73,59.67,2.86,64.73
Zone12,2024-01-01T14:00:00,22.98,59.1,3.76,65.93
Zone01,2024-01-01T14:30:00,21.1,70.68,2.28,50.84
Zone02,2024-01-01T14:30:00,25.76,71.09,1.94,31.08
Zone03,2024-01-01T14:30:00,21.24,56.54,3.59,52.31
Zone04,2024-01-01T14:30:00,27.61,54.75,2.64,71.56
Zone05,2024-01-01T14:30:00,31.43,47.78,3.64,37.09
Zone06,2024-01-01T14:30:00,21.16,61.7,3.65,56.44
Zone07,2024-01-01T14:30:00,25.48,53.59,4.33,35.14
Zone08,2024-01-01T14:30:00,25.77,59.66,1.89,54.98
Zone09,2024-01-01T14:30:00,25.28,88.25,2.35,73.83
Zone10,2024-01-01T14:30:00,25.92,53.59,4.11,52.73
Zone11,2024-01-01T14:30:00,21.54,83.35,2.69,71.33
Zone12,2024-01-01T14:30:00,22.9,49.61,2.55,69.8
Zone01,2024-01-01T15:00:00,27.02,47.4,3.34,57.52
Zone02,2024-01-01T15:00:00,26.1,66.07,2.88,37.4
Zone03,2024-01-01T15:00:00,24.75,43.13,3.3,40.82
Zone04,2024-01-01T15:00:00,27.32,38.73,3.89,66.78
Zone05,2024-01-01T15:00:00,21.46,56.78,2.64,34.83
Zone06,2024-01-01T15:00:00,23.04,55.89,2.26,54.07
Zone07,2024-01-01T15:00:00,23.33,59.91,2.58,33.74
Zone08,2024-01-01T15:00:00,31.53,58.68,2.56,43.18
Zone09,2024-01-01T15:00:00,22.84,61.28,3.5,84.72
Zone10,2024-01-01T15:00:00,26.46,57.75,3.03,54.19
Zone11,2024-01-01T15:00:00,20.11,57.32,4.82,44.26
Zone12,2024-01-01T15:00:00,26.94,67.98,2.86,64.84
Zone01,2024-01-01T15:30:00,27.59,71.8,1.78,41.5
Zone02,2024-01-01T15:30:00,24.55,65.13,3.69,29.15
Zone03,2024-01-01T15:30:00,24.59,51.21,3.04,76.16
Zone04,2024-01-01T15:30:00,22.27,63.25,0.47,41.41
Zone05,2024-01-01T15:30:00,33.87,63.51,2.38,42.88
Zone06,2024-01-01T15:30:00,20.51,55.71,4.3,27.22
Zone07,2024-01-01T15:30:00,28.95,67.06,1.95,21.94
Zone08,2024-01-01T15:30:00,24.67,59.76,2.7,55.05
Zone09,2024-01-01T15:30:00,23.03,46.47,4.04,50.07
Zone10,2024-01-01T15:30:00,31.74,59.51,2.33,34.81
Zone11,2024-01-01T15:30:00,23.49,59.48,3.28,55.73
Zone12,2024-01-01T15:30:00,25.3,59.37,3.02,51.99
Zone01,2024-01-01T16:00:00,20.79,48.92,3.22,50.19
Zone02,2024-01-01T16:00:00,24.24,59.81,2.62,45.76
Zone03,2024-01-01T16:00:00,23.4,70.11,3.15,46.41
Zone04,2024-01-01T16:00:00,24.6,64.68,4.14,42.93
Zone05,2024-01-01T16:00:00,21.86,68.09,4.23,41.23
Zone06,2024-01-01T16:00:00,21.62,63.97,2.02,73.24
Zone07,2024-01-01T16:00:00,26.81,55.11,2.37,47.92
Zone08,2024-01-01T16:00:00,27.37,49.56,2.79,67.42
Zone09,2024-01-01T16:00:00,21.21,74.02,3.18,57.66
Zone10,2024-01-01T16:00:00,21.72,41.71,0.95,19.13
Zone11,2024-01-01T16:00:00,24.19,56.33,1.66,54.77
Zone12,2024-01-01T16:00:00,23.28,51.49,3.8,61.12
Zone01,2024-01-01T16:30:00,25.28,71.33,3.53,26.41
Zone02,2024-01-01T16:30:00,29.57,68.69,3.16,33.47
Zone03,2024-01-01T16:30:00,24.06,63.46,2.17,71.66
Zone04,2024-01-01T16:30:00,24.13,44.96,4.06,39.94
Zone05,2024-01-01T16:30:00,25.03,60.81,2.56,69.05
Zone06,2024-01-01T16:30:00,24.54,47.97,0.77,66.61
Zone07,2024-01-01T16:30:00,27.42,31.23,2.57,57.15
Zone08,2024-01-01T16:30:00,27.68,55.39,1.89,52.53
Zone09,2024-01-01T16:30:00,19.73,65.57,2.75,51.83
Zone10,2024-01-01T16:30:00,19.71,67.21,3.9,48.06
Zone11,2024-01-01T16:30:00,29.79,52.09,3.6,60.7
Zone12,2024-01-01T16:30:00,25.73,57.55,2.08,45.09
Zone01,2024-01-01T17:00:00,25.92,55.7,2.85,67.65
Zone02,2024-01-01T17:00:00,30.81,71.47,3.17,59.12
